Suit of Card 1,Suit of Card 2,Suit of Card 3,Suit of Card 4,Suit of Card 5,Rank of Card 1,Rank of Card 2,Rank of Card 3,Rank of Card 4,Rank of Card 5,Poker Hand,Unique Ranks,Unique Suits,Hand Strength,Max Rank Frequency,Fold,Check,Call,Raise,All-In
0,1,0,0,0,13,12,13,9,12,3,3,3,2,2,0.2027402132784068,0.6094674307015374,0.0621606211062702,0.1043114133236529,0.0213203215901325
0,0,0,0,1,13,12,3,5,12,1,4,3,1,2,0.2134284250535746,0.5618875740413056,0.0635715383188086,0.1353691742905478,0.0257432882957632
1,0,1,1,0,3,8,5,4,9,0,5,2,0,1,0.1830877115367702,0.6202371523152597,0.0806292026344311,0.0906435779303029,0.0254023555832359
0,0,0,0,0,4,12,6,4,4,3,3,2,5,3,0.0629600941799216,0.1502023189839166,0.2898758600610409,0.3883676410980212,0.1085940856770996
0,1,0,0,1,12,12,3,11,7,1,4,3,1,2,0.1877046373307305,0.5913839242114233,0.0566560965972064,0.1382420258775152,0.0260133159831244
1,1,0,1,0,13,4,10,7,5,4,5,3,0,1,0.2400179952917548,0.5652777651578181,0.0615640589457833,0.1029081322056893,0.0302320483989542
0,1,0,0,0,6,3,6,9,13,1,4,4,1,2,0.2272399542982033,0.521324855441573,0.0740883425341471,0.1414395545974986,0.0359072931285778
0,0,0,0,0,5,9,8,9,7,1,4,3,5,2,0.0559617771084465,0.153592291474801,0.3282217516795996,0.3372746097511902,0.1249495699859625
0,0,0,0,1,4,10,3,11,7,0,5,3,0,1,0.236579787279088,0.5806894040346698,0.0544500476310533,0.0858568712083357,0.042423889846853
1,0,0,0,0,9,6,11,2,5,4,5,4,0,1,0.2332665824296552,0.5857935590183801,0.0508274751582049,0.1194236528472221,0.0106887305465375
0,0,1,0,0,13,13,5,5,5,7,2,3,6,3,0.0502527524413661,0.1287979969346614,0.2598019020095618,0.4351880370372861,0.1259593115771246
0,0,0,0,0,3,9,3,3,10,2,3,3,5,3,0.0601420011381617,0.1208561900787515,0.2624228751905913,0.3317877759119616,0.2247911576805337
0,0,0,0,1,5,13,12,4,2,0,5,3,0,1,0.1847290060036859,0.5771365961264081,0.0821411126008401,0.1388936160539216,0.0170996692151441
1,0,0,0,1,4,8,2,7,2,1,4,4,1,2,0.2089127242836433,0.6016906275080633,0.0637496439177022,0.1120741911494543,0.0135728131411367
0,1,0,0,0,9,11,10,2,2,1,4,3,1,2,0.2295868218029049,0.5400676917680834,0.080065444593732,0.1354522501830504,0.0148277916522292
0,0,1,1,0,6,9,6,10,3,1,4,3,1,2,0.2580826745226313,0.5863360339101463,0.0468077950875729,0.0970698257253488,0.0117036707543004
0,0,0,0,0,8,6,3,9,5,0,5,2,5,1,0.0567046150476649,0.1368099338851358,0.2878650867169215,0.4322525855608074,0.0863677787894702
0,1,0,0,0,9,4,5,11,4,1,4,3,1,2,0.2403914957169394,0.5248426746086595,0.0696996232785369,0.1293414446802039,0.0357247617156601
0,1,0,1,0,9,9,13,8,2,1,4,2,1,2,0.2039963593298958,0.6121048731677852,0.0441175700008842,0.1012136953378757,0.0385675021635588
0,1,0,0,0,11,7,6,11,3,1,4,3,1,2,0.2359329256050364,0.5481122759425134,0.0511986585034245,0.1518875458133025,0.0128685941357229
0,1,0,1,1,5,9,12,13,7,0,5,3,0,1,0.1825704411309588,0.5869371777794008,0.057492172567989,0.1480200211811762,0.024980187340475
1,1,0,1,0,7,8,10,5,2,0,5,3,0,1,0.2122594922635386,0.6076738571175867,0.0518605633057664,0.096838275850069,0.0313678114630391
1,0,0,0,1,8,6,12,8,2,1,4,3,1,2,0.2219573559368553,0.5150358013553944,0.0678092790822285,0.1610697511887173,0.0341278124368044
0,0,0,0,1,2,3,9,5,10,4,5,4,0,1,0.2039409241002981,0.6307538359627192,0.0515657697903617,0.1022103756073714,0.0115290945392495
0,0,1,1,0,13,6,6,9,4,1,4,3,1,2,0.1942377301303705,0.5968851688155566,0.0427094242136225,0.1446188948481382,0.0215487819923121
0,1,0,0,1,3,7,13,2,5,4,5,3,0,1,0.2298634837012172,0.5544446910866272,0.0633228192975725,0.1322304819037946,0.0201385240107883
1,0,0,0,0,7,11,5,5,3,1,4,4,1,2,0.1752692384436533,0.6139769637943145,0.0808401074901615,0.0926240993142423,0.0372895909576284
0,0,0,0,0,11,3,4,6,5,0,5,2,5,1,0.055718655619786,0.1339431830447064,0.3077709967144255,0.3147071804182572,0.1878599842028248
1,0,0,0,0,6,12,10,6,6,2,3,4,3,3,0.1856266410981196,0.6005919257339113,0.0590545213031237,0.1431070485449387,0.0116198633199066
1,0,1,0,0,5,6,13,8,8,1,4,3,1,2,0.1886918610029307,0.577020834112603,0.0584097679020739,0.1391250914848045,0.0367524454975878
0,0,0,0,0,3,2,9,12,13,4,5,3,5,1,0.0468807833360133,0.1143404407829155,0.2862273564515759,0.4121267034552049,0.1404247159742903
0,1,0,0,0,8,10,11,6,7,4,5,3,0,1,0.1941473810721052,0.5302052944919083,0.0758535342114923,0.1581120903655594,0.0416816998589347
1,0,0,0,0,13,4,4,12,5,1,4,4,1,2,0.2270472477257148,0.5525509413099622,0.0725132820357608,0.1157595721759299,0.0321289567526322
1,0,0,0,1,4,11,9,10,7,0,5,3,0,1,0.1963135748080789,0.5990236964172796,0.058873281630582,0.111712024494711,0.0340774226493484
0,0,0,1,1,3,10,6,11,7,0,5,3,0,1,0.2324472566931535,0.5333399219993409,0.0842675634077536,0.1309401737868022,0.0190050841129497
0,1,0,0,0,9,10,3,12,12,1,4,4,1,2,0.2073361409712786,0.557790384354769,0.0685694114342247,0.124405132445761,0.0418989307939665
0,0,0,0,0,5,8,5,11,11,2,3,2,5,2,0.0689656681822238,0.1155642861457807,0.2990905237078246,0.3463672635254685,0.1700122584387023
0,0,0,1,0,4,7,8,12,8,1,4,4,1,2,0.2072249342833125,0.579600395268081,0.0720958694059538,0.1320720960264436,0.0090067050162089
1,1,0,0,0,9,13,7,12,7,1,4,3,1,2,0.1692557128312691,0.5854042735791842,0.0706557705183402,0.1520855931421358,0.0225986499290705
0,0,0,0,1,9,3,5,2,10,4,5,3,0,1,0.2191231464855673,0.5538790842231834,0.0768102652893761,0.1181105606726661,0.0320769433292069
1,0,0,0,0,6,5,7,7,2,1,4,3,1,2,0.2290882227969138,0.614841079399667,0.0563277975408743,0.0855907516916271,0.0141521485709175
0,0,0,1,0,6,11,2,6,4,1,4,4,1,2,0.2023566512097941,0.5680853660933228,0.0841915472913191,0.1166110310777481,0.0287554043278158
0,1,0,0,1,12,13,7,13,11,1,4,3,1,2,0.2214331344591669,0.5856469442462298,0.0439526741200418,0.1304860993741971,0.0184811478003644
0,0,0,0,1,12,12,6,13,10,1,4,4,1,2,0.179934797100264,0.6222663677061612,0.0648646591561173,0.1156422514439927,0.0172919245934647
1,0,1,0,1,7,5,10,5,5,2,3,2,3,3,0.1698636783986039,0.6069285653472906,0.0503918142176046,0.1530676434457839,0.0197482985907169
0,1,0,1,0,8,10,8,13,10,2,3,3,2,2,0.2325229680068974,0.5336169023324042,0.0637916517883401,0.1365752782330763,0.033493199639282
0,0,1,1,0,10,12,4,13,12,1,4,4,1,2,0.206257361373192,0.6125008948797309,0.0762517036448746,0.0958352853381748,0.0091547547640276
0,0,1,0,0,10,7,6,5,3,4,5,4,0,1,0.1753879018047861,0.578324139120265,0.0669833991160549,0.1430743868864923,0.0362301730724015
0,1,0,0,0,10,9,3,10,6,1,4,4,1,2,0.2161742844956691,0.5655688014847858,0.0462832045745921,0.1561466183805659,0.0158270910643868
0,0,1,0,1,10,13,5,9,13,1,4,3,1,2,0.2361015383470571,0.5645792823925123,0.0549456738735122,0.1270347240061342,0.0173387813807839
1,1,0,0,0,9,5,9,10,10,2,3,2,2,2,0.2104290305842162,0.5594934965331145,0.0593929316638402,0.1481308368959142,0.0225537043229148
0,1,0,1,1,12,13,10,3,7,4,5,2,0,1,0.213353886092185,0.6132541444385031,0.0499176078756387,0.0849403624709917,0.0385339991226812
1,0,0,0,0,6,2,9,5,12,4,5,4,0,1,0.2010237889820357,0.624262170161753,0.0628962416666646,0.1016832363467204,0.0101345628428261
0,1,0,0,1,2,6,9,5,8,4,5,3,0,1,0.2332113504132776,0.5476555196802922,0.0434743227718281,0.1530504283289488,0.0226083788056531
0,0,0,0,0,5,2,8,12,12,1,4,3,5,2,0.0647265180937932,0.0890469334042592,0.3361960015514405,0.3840062759954089,0.126024270955098
1,1,1,1,1,11,4,9,2,4,1,4,1,5,2,0.0468924669759942,0.1631271117560191,0.3009522407604857,0.3843945079403885,0.1046336725671121
0,0,0,0,1,4,11,7,5,13,4,5,3,0,1,0.1769850865471938,0.5868030584315855,0.0713109587863129,0.1234489303541817,0.041451965880726
1,1,0,0,0,3,6,12,3,3,2,3,4,3,3,0.1867581629724025,0.5891781288361844,0.0649048710840252,0.1499314024965459,0.0092274346108418
1,0,0,0,1,5,2,6,2,13,1,4,3,1,2,0.2097947173471145,0.5757520414444607,0.0619501932733033,0.1435064647884698,0.0089965831466517
1,1,0,0,0,6,3,12,11,8,4,5,3,0,1,0.23247382821905,0.5359064394271372,0.0455095941970953,0.1674686612148359,0.0186414769418814
1,0,0,1,0,7,10,5,8,2,4,5,3,0,1,0.1721361662900424,0.5683939279655789,0.0647654375903616,0.1638676804541525,0.0308367876998645
0,0,1,1,0,11,7,6,5,7,1,4,3,1,2,0.2344413896337925,0.5662613915496517,0.0532460610027277,0.1222069673912448,0.0238441904225832
0,0,0,0,0,13,5,8,2,7,4,5,3,5,1,0.06294135284061,0.1310261243129311,0.3359515647378753,0.3720397498923178,0.0980412082162657
0,1,0,0,1,11,2,2,5,4,1,4,4,1,2,0.2000401299716852,0.592973943107728,0.0798127561602493,0.1113781424663041,0.0157950282940331
0,0,0,0,1,4,12,12,10,3,1,4,3,1,2,0.2267185729229441,0.5446439903942449,0.0452619454724715,0.144668532261654,0.0387069589486852
0,0,0,0,0,7,7,13,3,10,1,4,3,5,2,0.0539227700691334,0.1332131670010659,0.3111698696383307,0.3250566955680641,0.1766374977234056
0,0,0,0,0,5,5,6,5,12,2,3,3,5,3,0.043470866805348,0.0767793571944301,0.3232123730859987,0.4411841219689547,0.1153532809452683
0,0,1,0,0,10,10,10,10,13,6,2,4,7,4,0.0711969333192134,0.1180568476302823,0.2867830716680718,0.352873053425979,0.1710900939564532
1,1,1,0,1,4,5,6,2,11,4,5,2,0,1,0.2346168427257798,0.5470808509139546,0.0514752090058181,0.1530027882419038,0.0138243091125434
1,0,1,1,1,11,2,7,5,9,0,5,2,0,1,0.2234688375694936,0.5627064895779288,0.0759040154125951,0.0982399077349931,0.0396807497049892
0,0,1,0,0,11,4,13,4,12,1,4,4,1,2,0.2104915957996533,0.5997055581463927,0.0605700518008568,0.1086696440075333,0.0205631502455637
1,0,0,0,0,7,8,12,9,10,0,5,3,0,1,0.2321650200993615,0.511194975726993,0.0709344834562416,0.1489614928751116,0.0367440278422923
0,0,0,0,0,11,8,8,13,9,1,4,1,5,2,0.0705256287960844,0.0990275508833722,0.3153089745829497,0.4185639839071418,0.0965738618304518
1,0,0,0,0,6,12,6,2,2,3,3,3,2,2,0.1958355872900745,0.6352641875024979,0.0452016375090635,0.0911843251923904,0.0325142625059733
0,0,0,0,0,10,13,5,6,7,0,5,2,5,1,0.0505430309106271,0.1215805965964935,0.3272468753440919,0.384749605727306,0.1158798914214812
0,0,0,1,0,13,11,7,10,8,0,5,4,0,1,0.2375768141449661,0.5669662760476584,0.0635287211813932,0.104272583270652,0.0276556053553302
0,0,0,0,1,4,12,12,10,6,1,4,4,1,2,0.2121927717942658,0.5890365410015054,0.0687950635509537,0.0990500004617778,0.0309256231914971
0,0,0,0,0,6,8,6,13,7,1,4,3,5,2,0.0569682894145022,0.1030252279582389,0.3353118705284257,0.3201451368412278,0.1845494752576052
0,0,0,0,0,8,13,6,5,3,4,5,3,5,1,0.0616372990769716,0.1051263174364662,0.2752731203474211,0.3761704975247492,0.1817927656143917
1,0,0,0,0,10,9,2,12,2,1,4,4,1,2,0.2197410818427415,0.605381799129994,0.0460122888180224,0.0889570963133224,0.0399077338959196
0,0,0,0,0,8,9,9,11,6,1,4,3,5,2,0.0536574044353434,0.1094982335795536,0.3080847324876188,0.3315601667849999,0.1971994627124842
1,1,0,1,0,13,12,3,8,7,0,5,2,0,1,0.2474427307634446,0.5552648676214346,0.0501323001488964,0.12174657456328,0.0254135269029443
0,1,0,0,0,13,2,10,12,10,1,4,4,1,2,0.1912230137352912,0.549203992549184,0.0736230768050478,0.161541352965576,0.0244085639449008
0,0,0,0,0,4,7,8,12,5,4,5,2,5,1,0.0482056875072597,0.1046961518011939,0.3473078328158903,0.3598982556181721,0.1398920722574838
0,0,1,0,0,6,3,12,3,12,2,3,4,2,2,0.232214520424969,0.5945919127822336,0.0420258783533499,0.0931359830998769,0.0380317053395705
0,0,1,0,0,8,6,7,7,10,1,4,4,1,2,0.1791888376090362,0.5886236843139784,0.078367419353299,0.1252278458446702,0.028592212879016
0,1,1,0,0,12,13,11,3,10,0,5,2,0,1,0.2098957680869262,0.5343431664149069,0.0682367960770568,0.1498077945471318,0.0377164748739781
0,1,0,1,0,13,13,8,7,6,1,4,3,1,2,0.2368945796881261,0.5366327309714055,0.0638166972282943,0.1303422188016125,0.0323137733105614
0,1,0,1,0,6,4,5,2,4,1,4,4,1,2,0.2229717149690468,0.5937467862508001,0.0493393262449499,0.1139994671397352,0.0199427053954679
0,0,0,0,0,4,9,4,9,5,3,3,3,5,2,0.0560213263951581,0.1173881635287391,0.3274679358993115,0.4010581956538277,0.0980643785229633
0,0,0,1,1,12,2,8,10,13,0,5,3,0,1,0.2306986847392944,0.5434706596653458,0.0562046556324718,0.1525458191340916,0.0170801808287961
0,0,1,0,1,3,2,10,2,9,1,4,3,1,2,0.2091915628325373,0.5627577241526424,0.0536656649236496,0.1375431792286389,0.0368418688625317
0,1,0,0,0,10,2,3,12,5,4,5,3,0,1,0.2063218025815539,0.5711602248275626,0.0569286668812901,0.14684754313013,0.0187417625794633
0,0,1,0,0,8,6,7,12,2,4,5,3,0,1,0.2496800574028532,0.5545361712345357,0.0590606507919142,0.1060414045182789,0.0306817160524179
1,1,0,0,1,5,10,8,8,4,1,4,3,1,2,0.2512391305021287,0.5562770640288746,0.0652020608827196,0.1127488592513587,0.0145328853349181
0,0,1,0,0,6,11,13,4,6,1,4,3,1,2,0.1767164622525415,0.5889817445514764,0.084360668912781,0.1126521185811199,0.037289005702081
0,0,0,0,0,11,3,6,12,7,0,5,3,5,1,0.0667037764175046,0.1019400025040954,0.2548691191995808,0.4088658686387536,0.1676212332400655
0,0,1,1,1,2,11,10,7,10,1,4,3,1,2,0.2052450888735633,0.6146616530635074,0.0567284684962101,0.0940121570125474,0.0293526325541717
0,0,0,0,0,3,4,3,12,12,2,3,3,5,2,0.0657159981644725,0.105525277089724,0.2937276537003218,0.3618267614123021,0.1732043096331794
0,0,0,0,0,12,6,12,3,5,1,4,1,5,2,0.0589915554763513,0.1021559368370687,0.271720388585584,0.3736091963978044,0.1935229227031916
0,0,1,0,1,6,9,12,10,9,1,4,2,1,2,0.2106747884744469,0.5816224046012917,0.0501256246573085,0.1384942107914747,0.0190829714754783
0,1,0,0,1,6,6,5,2,2,2,3,3,2,2,0.2366425050510771,0.5297636496912574,0.0742202022225843,0.126362340722087,0.033011302312994
0,0,1,1,1,11,5,13,13,4,1,4,3,1,2,0.1800089669188135,0.5517553848615536,0.0655033423621338,0.1665094817575914,0.0362228240999075
0,0,0,1,1,13,11,11,7,6,1,4,3,1,2,0.1953131543507917,0.6012598392544086,0.0816487028933365,0.0866563570744828,0.0351219464269802
1,0,0,1,0,6,12,4,10,11,0,5,3,0,1,0.161236248612513,0.5984595238219297,0.0748257301293459,0.1407360857061736,0.0247424117300377
0,0,1,1,0,9,6,2,9,13,1,4,3,1,2,0.1748874467925018,0.5942150580631136,0.067395860254215,0.135481399266505,0.0280202356236645
0,1,0,0,1,3,6,6,3,11,2,3,3,2,2,0.2445402728740423,0.570238336630792,0.0597020188482448,0.0857385362055267,0.0397808354413941
0,0,1,0,1,7,12,11,11,9,1,4,3,1,2,0.2375938468340911,0.5936246292574259,0.0458681259719668,0.0868347395796618,0.0360786583568542
1,1,0,1,0,5,5,12,10,10,2,3,2,2,2,0.1835119320474489,0.6043635812653186,0.0608294934699071,0.1433820724643849,0.0079129207529403
0,1,0,1,1,13,6,2,4,6,1,4,3,1,2,0.2334552403532972,0.5175050987780281,0.0677836062425894,0.1416631550568792,0.039592899569206
1,0,0,0,0,7,12,7,12,12,7,2,4,6,3,0.0420927223700316,0.0807622624208242,0.3557597449362206,0.3516961956751964,0.1696890745977271
0,1,1,0,1,3,4,6,2,10,0,5,3,0,1,0.1994782460206409,0.5795719755799625,0.050945940994672,0.1486429993242807,0.0213608380804438
0,0,1,0,1,12,8,4,11,11,1,4,3,1,2,0.2264089209731679,0.5380320946021362,0.0750611866511613,0.1227023959837051,0.0377954017898293
0,0,0,0,0,3,13,12,4,7,4,5,3,5,1,0.0508641810681559,0.092061727205845,0.2944501391052574,0.3784224508953024,0.184201501725439
0,0,0,0,0,9,4,9,6,3,1,4,2,5,2,0.0630425887487807,0.1294518722181258,0.3665481183178309,0.3516188659480124,0.08933855476725
0,0,1,0,0,7,11,7,7,2,3,3,3,3,3,0.1985472595487875,0.6332103659436288,0.0624515617865362,0.0901973647863608,0.0155934479346864
1,0,1,1,0,7,3,9,2,9,1,4,2,1,2,0.2257790642589913,0.5749381575765539,0.0585953200175694,0.1230492907155514,0.0176381674313339
0,0,0,0,1,7,4,4,5,8,1,4,4,1,2,0.2149041728930289,0.5444949912072568,0.0618429221024711,0.1477592795670541,0.0309986342301889
1,1,0,0,1,4,9,5,4,2,1,4,2,1,2,0.2363369605977812,0.6109812282238672,0.051149986572797,0.0883720996180512,0.0131597249875031
0,0,1,0,1,8,5,7,12,10,4,5,3,0,1,0.2271866047454569,0.576601656042389,0.0557095993139917,0.1149559401332879,0.0255461997648743
0,0,0,0,1,4,2,12,5,4,1,4,4,1,2,0.1890003714197663,0.555492564613114,0.0622931680485624,0.1790654633762541,0.0141484325423029
1,0,0,0,1,3,10,10,13,7,1,4,3,1,2,0.1731951161032135,0.602649381695207,0.0614101911484677,0.1304042344083387,0.032341076644773
1,0,0,1,0,10,5,2,9,10,1,4,3,1,2,0.2194084717873137,0.5860815970520429,0.0499148912172314,0.1039275686864233,0.0406674712569886
0,0,0,1,0,5,3,5,13,8,1,4,4,1,2,0.1703851319503768,0.5913990998723282,0.0686067353037664,0.1446009019141961,0.0250081309593322
1,0,0,1,0,7,7,5,13,3,1,4,2,1,2,0.2277029229036351,0.5547112395960025,0.0812267279526762,0.119720925797218,0.0166381837504681
0,0,0,0,0,3,10,9,5,10,1,4,3,5,2,0.0603844095131231,0.082877804753451,0.3476226343278342,0.4339681646498337,0.0751469867557578
0,0,0,0,0,2,13,13,11,6,1,4,3,5,2,0.0341605776913195,0.1082038409887154,0.3220564994467963,0.3790744456760422,0.1565046361971264
1,1,1,0,0,8,4,4,13,9,1,4,2,1,2,0.219613302851501,0.5387642703307278,0.0530092019880882,0.1651197841389796,0.0234934406907032
0,0,0,0,1,9,5,10,2,11,4,5,2,0,1,0.2317400997298873,0.5797540641594263,0.0551935423833594,0.0930931457545259,0.040219147972801
1,0,0,0,0,9,5,6,6,9,3,3,3,2,2,0.2280720121995402,0.5574847089624946,0.0766475545804969,0.1125159225559515,0.0252798017015165
1,0,0,0,1,3,7,12,6,11,4,5,3,0,1,0.2321100196288526,0.5242548697203218,0.0759130696854211,0.1496713619448807,0.0180506790205237
0,0,0,1,0,2,8,11,5,9,0,5,4,0,1,0.1675602723742639,0.5885778524428713,0.066025112756659,0.1422780199253508,0.0355587425008548
0,1,0,0,0,3,11,10,12,4,0,5,4,0,1,0.1741724080828877,0.6204613218610995,0.0610409634588619,0.1258617467345093,0.0184635598626415
1,0,0,0,0,5,2,5,11,2,3,3,4,2,2,0.2179075492123143,0.5478033768050504,0.0714959920468378,0.1454625602929068,0.0173305216428905
0,1,1,1,0,12,13,7,12,2,1,4,3,1,2,0.2241949499095881,0.5667441583009241,0.062306791420744,0.1084279889108415,0.0383261114579022
0,1,0,0,0,9,13,10,9,4,1,4,3,1,2,0.1812136944757622,0.6180899792585903,0.077544607608702,0.0990693258711331,0.0240823927858123
0,0,0,0,0,5,10,6,7,4,0,5,3,5,1,0.0687393229835425,0.117480470949047,0.2879451383511301,0.4134058648001182,0.112429202916162
0,1,0,0,0,10,13,10,7,3,1,4,4,1,2,0.1969249594644646,0.5763026605811614,0.0723967627342212,0.1453488536280043,0.0090267635921483
1,0,1,0,0,11,10,2,4,9,4,5,4,0,1,0.1670925599444458,0.590980208858444,0.0626715181293942,0.1456072843243776,0.0336484287433381
0,0,1,1,0,8,4,9,7,4,1,4,4,1,2,0.2134209555529481,0.5770433137319461,0.0549062611210593,0.1438318791704336,0.0107975904236128
0,0,0,0,0,13,10,11,4,12,0,5,3,5,1,0.0473204291658036,0.0948955844790081,0.3327053199834542,0.3517429927661869,0.173335673605547
0,0,1,0,0,4,6,10,5,7,0,5,3,0,1,0.2288752347190766,0.6231633488817127,0.0425173973514945,0.0962019211239577,0.0092420979237583
0,0,1,1,1,2,4,8,12,6,4,5,3,0,1,0.1705177029458003,0.6252416024780962,0.0403225787623856,0.1357111997708206,0.0282069160428972
0,0,0,0,0,5,4,7,9,8,4,5,3,5,1,0.0548560756544059,0.139587376904251,0.3697782903991928,0.3300358706109366,0.1057423864312135
0,0,0,0,1,13,12,7,3,7,1,4,3,1,2,0.2213659915949824,0.5988113571344734,0.0677659934070933,0.0914620780543917,0.0205945798090589
1,1,0,0,1,5,13,6,12,12,1,4,3,1,2,0.2248763360163292,0.5547648507818109,0.073573012526535,0.1148418599358868,0.031943940739438
0,0,0,0,1,2,7,8,5,9,4,5,3,0,1,0.2241244471077918,0.5679730873360064,0.0618455705469493,0.1163322321369514,0.0297246628723009
1,0,1,0,1,9,11,3,11,12,1,4,2,1,2,0.1755344474804951,0.6075644645593201,0.0420494721918581,0.1593565310866779,0.0154950846816486
1,0,0,0,1,13,12,12,11,7,1,4,2,1,2,0.2438152960199311,0.5145734783481715,0.0758064031308218,0.1572822290395983,0.0085225934614772
1,0,0,0,1,8,7,8,13,6,1,4,3,1,2,0.1991656916885214,0.6156647017896284,0.0484210588448786,0.0953520542228952,0.0413964934540761
0,0,0,0,1,8,6,8,9,8,3,3,3,3,3,0.2223954031395242,0.5491260020257319,0.0751855031862229,0.1178511480172471,0.0354419436312739
1,0,0,0,0,9,9,9,2,8,2,3,4,3,3,0.2046780061940449,0.6038438597632503,0.0549674751139522,0.1192139155021387,0.0172967434266137
0,1,1,1,1,6,6,11,5,12,1,4,2,1,2,0.1989036121428531,0.5813207378063907,0.0483831452275427,0.1415221270160776,0.0298703778071358
0,0,1,1,0,4,9,3,10,2,4,5,4,0,1,0.1884404248037038,0.5900653192632596,0.0853224770390026,0.122182846072868,0.0139889328211659
0,0,0,0,0,11,9,12,10,10,1,4,3,5,2,0.0657847121347118,0.1089182669415816,0.2988956776333917,0.3901045490882939,0.1362967942020207
0,1,0,0,1,5,4,4,8,8,2,3,3,2,2,0.2674937800529932,0.5431082193083916,0.0544643232656438,0.1215494278961165,0.0133842494768547
1,1,0,0,0,10,13,7,2,5,0,5,4,0,1,0.1980931982700473,0.6126705889719473,0.0447975431560246,0.1109536903161544,0.0334849792858263
1,0,0,1,0,3,8,10,9,9,1,4,2,1,2,0.2154000300729555,0.5561777302132184,0.0624530105066347,0.1483813742631696,0.0175878549440215
0,0,0,0,1,5,9,8,2,12,0,5,4,0,1,0.2028457212995484,0.5651620718502917,0.0721266854749384,0.1469162195050077,0.0129493018702137
1,1,0,1,1,8,8,12,9,12,3,3,2,2,2,0.2193703503244526,0.5423658788700109,0.0502145336854796,0.1656160244311555,0.0224332126889013
0,0,1,0,1,8,12,13,3,9,4,5,4,0,1,0.2008711404422096,0.5805075185758855,0.0700662862382863,0.1198384615502571,0.0287165931933613
1,0,0,0,1,6,12,8,11,2,0,5,3,0,1,0.2167538255246856,0.5791778463827477,0.0614348462674368,0.112868635144584,0.0297648466805457
0,0,0,1,0,10,13,9,3,12,0,5,3,0,1,0.2130450255410603,0.5933600344152649,0.0663210915741285,0.106066156477514,0.0212076919920322
1,1,0,0,0,4,2,8,13,13,1,4,2,1,2,0.2215667594211113,0.5398289938919238,0.0610297888827174,0.1506683538974081,0.0269061039068393
0,0,0,1,0,10,5,12,8,7,0,5,4,0,1,0.1850936820261653,0.6119049811791495,0.050254070283163,0.1375842413886011,0.015163025122921
0,0,0,0,0,10,7,3,13,6,4,5,3,5,1,0.0391177655333943,0.1344198019869093,0.2830871519066292,0.3620263737259026,0.1813489068471644
0,0,0,0,0,8,7,5,7,12,1,4,3,5,2,0.0515415689251479,0.0795088031563572,0.2907718238644173,0.4352628696006466,0.1429149344534309
0,0,0,0,0,8,6,7,6,10,1,4,2,5,2,0.0636150234488582,0.1357314619561818,0.3389686204591881,0.3118385566798796,0.1498463374558922
0,1,0,1,0,13,9,5,4,2,0,5,2,0,1,0.2236860484837689,0.5441304121311501,0.0483012534370311,0.1528060544922731,0.0310762314557766
1,0,1,0,1,6,6,2,8,7,1,4,3,1,2,0.1815978126826818,0.6425813741941185,0.0490409381490205,0.0919477773924043,0.0348320975817747
0,0,0,0,0,11,6,4,12,6,1,4,3,5,2,0.0488366451971033,0.094432041621794,0.3500162770661736,0.3715817600975269,0.1351332760174022
0,0,1,0,1,3,7,4,10,13,4,5,3,0,1,0.1982414457083657,0.5896241334296538,0.0449233952128335,0.1299654137146721,0.0372456119344748
0,0,1,1,0,7,12,3,13,2,0,5,3,0,1,0.2375895972440556,0.5371715358169002,0.0817388901432634,0.1328556693721981,0.0106443074235824
0,0,0,0,1,13,6,6,4,3,1,4,3,1,2,0.1886687098993812,0.5693004678052008,0.0760776107154908,0.1391711631470414,0.0267820484328856
0,0,0,0,0,7,5,11,7,4,1,4,3,5,2,0.052661568462731,0.0896907424423993,0.2907561873339673,0.4755028901961228,0.0913886115647794
0,1,1,0,0,10,11,7,13,12,0,5,3,0,1,0.226861075320587,0.5744784318586728,0.0548593986115002,0.1083088807672688,0.035492213441971
0,0,0,0,0,7,11,3,13,4,4,5,3,5,1,0.0417465636830453,0.082785774232743,0.3675607024439861,0.3603177014135386,0.1475892582266869
1,0,0,1,0,7,4,10,10,6,1,4,3,1,2,0.2420390727742008,0.5765228833449201,0.0545548055405925,0.0985043362784581,0.0283789020618283
0,0,0,0,1,11,10,7,3,6,0,5,4,0,1,0.2539544677897299,0.5570788192305064,0.0743733092171452,0.093343365228473,0.0212500385341453
0,0,0,0,0,13,11,7,7,9,1,4,3,5,2,0.0690136625459475,0.1194198184426357,0.2688341332472225,0.3591789455768038,0.1835534401873903
0,0,1,0,0,12,11,13,2,9,0,5,4,0,1,0.1624605506269611,0.5930231874543789,0.0656338324866521,0.1416523230143812,0.0372301064176266
1,0,0,0,0,7,3,9,13,9,1,4,3,1,2,0.2331025103669343,0.5553337392797266,0.0556323543948478,0.1357528257540224,0.0201785702044687
1,0,0,0,1,13,3,3,5,3,2,3,3,3,3,0.224608152747207,0.546745195149751,0.0658519250346336,0.1473548087430471,0.0154399183253612
1,0,1,1,0,8,11,8,3,3,3,3,3,2,2,0.2466491477829316,0.5762472104521318,0.0642634863494625,0.0932529693354469,0.0195871860800271
0,0,0,0,0,7,2,9,8,12,4,5,3,5,1,0.0585002557397123,0.1032433686936234,0.2653310364526601,0.4031507717135089,0.1697745674004953
